system:index,B2,B3,B4,B8,NDMI,NDVI,NDWI,aspect,elevation,label,slope,.geo
2_734_0,6734.0,6310.0,5945.0,5281.0,0.8279682,-0.059148405,0.08877578,8.272964,4810,0,54.59329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.04022909680808,28.396779193594814]}"
2_735_0,224.0,324.0,274.0,2427.0,0.27703235,0.79711217,-0.7644493,337.14468,1760,0,31.585037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.5443590599741,28.21109742436731]}"
2_736_0,471.125,727.5151515151515,726.45,1787.125,0.029610515,0.42197865,-0.42137635,311.4816,497,0,2.7982545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00276934946028,27.852400131418385]}"
2_737_0,351.0,517.0,475.0,2505.0,0.19002375,0.6812081,-0.6578425,219.4949,699,0,24.77333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.56187620801443,28.06530085375471]}"
2_738_0,191.5,373.0,316.5,2159.0,0.16781609,0.7442941,-0.70537126,140.00975,1833,0,44.18406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.06690906074643,28.216756810657262]}"
2_739_0,442.0,480.0,574.0,1462.0,-0.13157113,0.4361493,-0.5056643,327.7203,3357,0,27.337444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.76777007113462,28.418877749584155]}"
2_740_0,314.2,524.3333333333334,505.0,2055.333333333333,0.03170752,0.6055201,-0.5934875,207.18086,1186,0,11.319325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.09170256258813,27.72654616011324]}"
2_741_0,504.1,721.8,715.0,2265.0,0.15546486,0.5201342,-0.5166734,311.51816,1111,0,16.333458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.18117476488642,27.71280193626621]}"
2_742_0,4394.5,4524.0,4586.5,4191.0,0.52386147,-0.04505839,0.038209982,128.99257,4781,0,30.613443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.75779877148089,28.361744897514154]}"
2_743_0,617.0,965.3333333333334,762.3333333333334,1464.75,0.111448355,0.31539756,-0.20551421,246.1036,194,0,2.2884088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.50716880721154,27.60931601553564]}"
2_744_0,136.0,195.0,178.0,1034.0,0.23536439,0.70627064,-0.68266886,25.549486,2615,0,45.64328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.60445635248169,28.261492911806414]}"
2_745_0,4856.0,5111.0,5032.5,4958.5,0.25906175,-0.007406666,0.015144744,227.36057,5469,0,27.73296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.14560147963529,28.482478471699817]}"
2_746_0,127.0,242.0,230.0,1396.0,0.100512415,0.71709716,-0.7045177,99.81761,1482,0,46.241314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.87098649727996,28.24101132332849]}"
2_747_0,623.0,884.0,1059.0,3144.0,0.02963812,0.49607423,-0.56107247,297.03943,1185,0,21.389977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62224299510726,28.16555283946245]}"
2_748_0,618.0,885.0,1200.0,2053.0,-0.066606045,0.2622195,-0.39754936,270.0,675,0,3.1487567,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.82193848276702,28.020025763435086]}"
2_749_0,351.3720930232558,541.5128205128206,652.5,2149.4,0.064217456,0.5342446,-0.5975248,253.55833,951,0,12.88586,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.0623276527974,27.709298506658143]}"
2_750_0,332.0,406.0,451.0,1805.0,0.06962963,0.6001773,-0.6327454,29.07851,3902,0,42.22687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.2959794581969,28.26499634141448]}"
2_751_0,496.0,613.0,688.0,1988.0,0.02053388,0.4857997,-0.52864283,164.69472,1331,0,25.952528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.79957043219245,28.11354038451193]}"
2_752_0,1011.1428571428571,1271.6666666666667,1442.125,2069.0,-0.10684222,0.17853965,-0.23867491,270.0,1303,0,2.09316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.31268812248152,27.64785374122437]}"
2_753_0,927.25,1203.857142857143,1288.25,2486.6,-0.046695292,0.31745633,-0.34758374,200.64,1380,0,2.9706545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3673955232844,27.755651575318712]}"
2_754_0,242.30769230769232,464.6666666666667,458.7,2739.0,0.1,0.7131063,-0.7099157,195.16913,1360,0,22.74849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.96584859128298,27.72007829006758]}"
2_755_0,537.0,755.25,804.0,2177.25,0.12063308,0.46062893,-0.4849105,-0.0,1088,0,13.648223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20030888043817,27.73436150308508]}"
2_756_0,330.0,507.0,718.0,1679.0,-0.0659249,0.40091783,-0.5361391,131.37186,2267,0,44.411823,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.36470057743205,28.267421792681603]}"
2_757_0,4010.0,4205.5,4389.0,4240.0,0.5639985,-0.017267354,-0.0040850155,228.67192,5607,0,26.117043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.11218415106605,28.43100500591977]}"
2_758_0,163.75,355.6666666666667,272.33333333333337,1992.6666666666667,0.24601372,0.75952905,-0.69709015,172.43709,1893,0,29.03965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20462079380195,27.613088939728943]}"
2_759_0,360.1666666666667,599.25,405.25,2952.6666666666665,0.23164627,0.7586301,-0.66257656,52.3545,1178,0,47.37793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57508144269099,27.84027287508277]}"
2_760_0,279.09090909090907,494.5,342.38461538461536,2546.6,0.2377608,0.76297235,-0.6747887,226.50787,1293,0,46.62516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.68665220097863,27.692320347788286]}"
2_761_0,2671.0,2517.0,2295.0,1885.0,0.7766258,-0.098086126,0.14357111,10.166394,4728,0,43.149982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.17659335693742,28.29679670247231]}"
2_762_0,296.0,488.0,462.0,2398.0,0.12423816,0.6769231,-0.66181564,70.55514,729,0,5.554727,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.84834895212015,28.04374128693584]}"
2_763_0,267.0,481.0,478.0,2559.0,0.119912475,0.68521565,-0.6835526,48.610752,1943,0,17.655506,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.82894534198316,28.202204103054527]}"
2_764_0,159.47058823529412,287.57142857142856,230.46153846153845,1500.75,0.12153199,0.7337569,-0.67838955,228.50748,1308,0,46.414684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6270938976415,27.810897965292064]}"
2_765_0,186.0,328.0,326.0,2074.0,0.1351943,0.72833335,-0.72689426,195.00755,2207,0,50.350708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.87341194854707,28.27146421146014]}"
2_766_0,107.5,175.0,138.5,1451.0,0.1610322,0.82573134,-0.78474784,123.08519,2843,0,26.753618,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.27388090220757,28.179566557894713]}"
2_767_0,7222.0,7241.0,7161.5,6380.0,0.75539964,-0.05771148,0.06321122,209.25482,5018,0,52.797955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.260675667531,28.34961764117854]}"
2_768_0,544.1052631578947,922.4081632653061,915.3076923076923,3545.1428571428573,0.1335583,0.5895896,-0.5870632,258.0026,1274,0,25.044481,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.06690906074643,27.692589842373522]}"
2_769_0,395.0,617.6666666666666,600.5,2288.5,0.06518653,0.5842852,-0.57492685,162.85495,779,0,10.555792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6871911901491,27.866413849850648]}"
2_770_0,321.0,240.5,176.0,1320.5,0.25791857,0.7647845,-0.6918642,334.8865,3161,0,48.39931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29570996361166,28.30003063749514]}"
2_771_0,351.0,452.5,583.0,1356.0,-0.11790535,0.3986591,-0.4995853,182.67535,3591,0,49.791798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.34394949436889,28.420764211680805]}"
2_772_0,520.0,670.0,979.0,1863.0,-0.19628991,0.31104857,-0.47098303,135.55681,3848,0,26.510994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.59960544994745,28.28655590823335]}"
2_773_0,320.3666666666667,623.1666666666666,495.85714285714283,2920.25,0.10127985,0.7096946,-0.6482679,328.15384,1074,0,20.863209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.80603830223811,27.69124236944734]}"
2_774_0,176.10256410256412,283.6470588235294,229.8181818181818,2476.6666666666665,0.23028521,0.8301722,-0.794482,143.85017,813,0,34.278717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.77747187620311,27.659711502974748]}"
2_775_0,107.33333333333333,180.0,158.5,952.6,-0.009908536,0.7146971,-0.68214726,214.6688,1160,0,49.267025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03052729173957,28.08820789349976]}"
2_776_0,216.5,318.0,352.5,1582.5,0.076896906,0.6356589,-0.6653512,126.88693,3533,0,31.81072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.10517729184991,28.23912486123184]}"
2_777_0,593.625,875.0,1107.5,2349.6666666666665,-0.103734516,0.35930192,-0.45730826,161.68532,1790,0,44.68278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.84242007124496,27.686660961498333]}"
2_778_0,244.625,468.4,329.6666666666667,2179.6666666666665,0.377284,0.7372476,-0.6462325,201.78008,1230,0,16.507023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.18440869990926,27.956155546734188]}"
2_779_0,470.5,664.75,689.0,2374.0,0.16201665,0.5501143,-0.56248456,81.99237,3119,0,24.929737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.02648487296105,28.450678110641984]}"
2_780_0,5104.5,5246.0,5426.0,5275.5,0.47556114,-0.014063449,-0.0028037827,60.162796,4523,0,26.014082,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.17174245440317,28.421303200851277]}"
2_781_0,718.6,1040.625,1237.0,2674.8888888888887,-0.011157036,0.36756894,-0.4398487,321.4103,768,0,19.395813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.01624407872208,27.80146565480881]}"
2_782_0,664.25,928.0,1061.1666666666667,1947.6666666666667,-0.06958599,0.29463246,-0.35458446,257.07657,3767,0,43.25725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.37574985542672,28.049400673225794]}"
2_783_0,1012.5,1113.0,1182.5,1552.5,-0.11082474,0.13528337,-0.16488464,59.629047,4494,0,37.539116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20866321258048,28.475202117898448]}"
2_784_0,182.5,321.5,313.5,1774.5,0.13115537,0.69971263,-0.6932252,75.03841,1992,0,32.08838,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.28762512605459,28.132135510893203]}"
2_785_0,480.0,779.0,759.0,2265.0,0.030013643,0.49801588,-0.48817345,16.833307,1305,0,26.902025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.51040274223438,28.18953785754844]}"
2_786_0,1051.0,1188.0,1373.0,1843.0,-0.042099793,0.14614429,-0.21610029,264.1999,4589,0,25.666533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.11056718355464,28.316200312609293]}"
2_787_0,203.0,389.0,428.5,1728.0,0.06036665,0.6025968,-0.6324988,188.74158,1785,0,44.01821,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.04966140729132,28.136716918842215]}"
2_788_0,480.9166666666667,633.0,576.2291666666667,1558.0,0.09506238,0.4600119,-0.42218167,355.9563,706,0,14.5554695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3186170033567,27.859137496049282]}"
2_789_0,276.0,444.0,411.0,2175.0,0.091593474,0.68213457,-0.6609393,145.37323,1973,0,24.344997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.67129100962018,28.179566557894713]}"
2_790_0,297.2,486.55555555555554,344.5,2578.5,0.16965298,0.7642833,-0.68251437,35.252274,918,0,38.4115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.04696646143897,27.83703894005994]}"
2_791_0,196.0,359.1666666666667,333.0,2315.0,0.133785,0.74848944,-0.73138046,214.24312,2109,0,34.425846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00465581155694,28.182800492917544]}"
2_792_0,343.0,548.0,578.0,2236.0,0.05050505,0.58919686,-0.6063218,122.88672,2675,0,36.697937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.82840635281269,28.432891468016418]}"
2_793_0,370.7142857142857,602.0,518.0,2669.5,0.12530299,0.6749804,-0.6319731,77.51811,874,0,4.2833395,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63248378934622,27.692859336958758]}"
2_794_0,399.24,722.8461538461538,461.0833333333333,3729.0,0.28763813,0.7799169,-0.67526007,295.974,1614,0,30.599373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.97150797757293,27.99388478866721]}"
2_795_0,683.0,893.25,867.0,2090.6666666666665,0.06648529,0.41372705,-0.40129024,-0.0,601,0,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.26687404299143,27.87611565491914]}"
2_796_0,464.0,789.0,917.0,2937.0,0.10123734,0.52413076,-0.5764895,48.591717,960,0,20.158886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6737164608873,28.13051854338179]}"
2_797_0,305.52941176470586,461.15,368.8333333333333,2390.5,0.22385767,0.7326649,-0.6765732,241.74547,653,0,25.58214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6729079771316,28.00493406666188]}"
2_798_0,486.64285714285717,727.8181818181819,809.2222222222222,2062.75,0.077928014,0.43646932,-0.47837275,176.40111,1356,0,16.275461,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.23696014403025,27.95669453590466]}"
2_799_0,193.0,270.0,190.0,2244.0,0.2631579,0.8438784,-0.78520286,25.530931,1839,0,34.282314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.73596971007679,28.172559698678583]}"
2_800_0,265.3,455.375,478.91666666666663,2028.0,3.082804E-4,0.61792374,-0.6332612,212.8533,800,0,15.097621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.98956411478373,27.764005907461023]}"
2_801_0,861.1333333333333,1258.4444444444443,1551.5,3790.0,0.032908633,0.41907704,-0.50145257,322.24545,1202,0,21.25656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.8216689881818,27.92947558279584]}"
2_802_0,542.0,922.0,1098.0,3141.0,0.041618306,0.4819533,-0.5461482,357.29272,1427,0,21.253078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.85966772470005,28.217295799827735]}"
2_803_0,128.5,213.5,145.5,1971.5,0.30067623,0.8625413,-0.80457664,75.192184,3023,0,20.808186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.32104245462384,28.213522875634432]}"
2_804_0,956.5,1306.8,1708.0,2455.333333333333,-0.13399759,0.1795036,-0.30528778,270.0,226,0,2.0929902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.5993359553622,27.638960419911587]}"
2_805_0,515.5,653.0,819.6666666666666,1557.0,-0.20469928,0.31023842,-0.40904978,192.76277,1119,0,9.423955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62439895178915,27.998735691201453]}"
2_806_0,1993.0,1936.5,2145.0,2650.5,0.2405804,0.10541132,-0.15565729,2.4992733,4401,0,40.116333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.18117476488642,28.21621782148679]}"
2_807_0,246.0,350.0,270.0,2010.0,0.2244898,0.7631579,-0.7033898,34.224323,1412,0,26.07924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.61227169545353,28.107342009051504]}"
2_808_0,314.25,548.0,519.0,2391.1666666666665,0.11381104,0.64331937,-0.6271052,173.85448,807,0,53.826077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52684191193376,27.808203019439702]}"
2_809_0,494.3333333333333,687.0,813.0,1911.6666666666667,-0.022831827,0.40322974,-0.4712673,218.3917,884,0,11.669432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.61308017920923,27.939446882449566]}"
2_810_0,209.0,335.0,345.0,1565.0,0.096706375,0.63874346,-0.64736843,203.9531,2417,0,22.166237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.35392079402261,28.257989482198347]}"
2_811_0,360.0,604.0,540.0,2086.0,-0.0016750419,0.58872813,-0.55092937,197.94667,591,0,6.792489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52387747149616,28.099526666079665]}"
2_812_0,1564.0,1432.5,1365.5,2726.5,0.16305855,0.3326002,-0.3111325,351.7242,4055,0,32.536507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.1644661006018,28.185764933355138]}"
2_813_0,359.6,541.8666666666667,419.3333333333333,2315.0,0.14264561,0.69328296,-0.62065667,34.15883,1070,0,30.407776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.30379480116873,27.841889842594185]}"
2_814_0,200.0,297.0,230.0,1849.0,0.18906753,0.77873975,-0.723206,120.86238,3021,0,30.945768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.64272458358518,28.276854103164858]}"
2_815_0,305.2352941176471,429.9,305.85,2319.181818181818,0.34301996,0.7669743,-0.687241,26.657793,1652,0,9.258824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.4673780144069,27.711184968754797]}"
2_816_0,288.0,425.0,489.0,1453.0,-0.10086634,0.49639547,-0.5473908,251.85498,3505,0,39.749603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.68260978220009,28.267152298096367]}"
2_817_0,868.0,1178.0,1442.5,3275.0,-0.09968111,0.38844728,-0.47091848,262.38943,2700,0,64.30035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.41859949447921,28.322129193484482]}"
2_818_0,627.0,858.0,1001.0,2005.0,-0.061768834,0.33399868,-0.40062872,84.4056,793,0,9.428108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.7052473273599,28.167708796144336]}"
2_819_0,1028.2,1196.6666666666667,1299.0,2311.5,-0.064454116,0.28043208,-0.3177823,262.79767,1460,0,7.357099,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.32966628135138,27.79796222520074]}"
2_820_0,362.0,580.0,406.0,3468.0,0.29210135,0.7903975,-0.71343875,24.407318,1269,0,31.888851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.68449624429674,28.17660211745712]}"
2_821_0,733.5,1041.625,1510.4,2588.6666666666665,-0.118964225,0.26305175,-0.42614803,21.249239,4364,0,31.295485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.45821519850888,28.1531560885416]}"
2_822_0,6102.5,6454.5,6689.0,6269.0,0.6214678,-0.03241241,0.014579322,59.922913,5375,0,60.173344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.67479443922825,28.424806630459344]}"
2_823_0,261.5,347.0,476.5,1216.5,-0.1584227,0.4370939,-0.5561241,137.7588,4043,0,47.551857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.24019407905308,28.236429915379478]}"
2_824_0,240.88888888888889,428.1666666666667,270.09090909090907,2738.0,0.3360245,0.8204237,-0.72953624,206.66476,1929,0,26.062572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.25528577582628,27.74406330815357]}"
2_825_0,318.0,402.0,302.0,2784.0,0.4395036,0.80427736,-0.747646,347.7786,3147,0,34.824482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.79013812170919,28.43019652216406]}"
2_826_0,320.875,525.6666666666666,365.2307692307692,2621.75,0.19217871,0.75545156,-0.66596943,75.82188,610,0,7.5296464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.08227025210486,27.845123777617015]}"
2_827_0,100.0,169.0,117.0,1372.0,0.31923077,0.8428475,-0.7806619,22.167255,2955,0,34.282677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.9375516598332,28.22726709948146]}"
2_828_0,378.0,587.5,678.5,3062.5,0.16312191,0.63726276,-0.67808217,231.99113,2739,0,45.7139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20111736419388,28.14803569142212]}"
2_829_0,200.0,325.0,283.0,1755.0,0.1641791,0.72227675,-0.6875,200.7147,1015,0,5.928319,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.61793108174348,28.181453019991366]}"
2_830_0,1693.0,2010.0,2295.5,2398.0,-0.08691099,0.021838713,-0.08802178,116.050804,4577,0,10.44246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.15934570348232,28.3703687242417]}"
2_831_0,236.55555555555554,410.75,331.25,1716.5,0.2819268,0.67647415,-0.6138207,70.30157,1357,0,35.76805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.15368631719237,27.979062586479237]}"
2_832_0,284.0,212.5,201.0,689.0,0.11443591,0.54831463,-0.5285635,306.08643,3210,0,55.52944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.36631754494346,28.34314977113288]}"
2_833_0,372.0,693.2,676.0,3376.0,0.06953905,0.6663376,-0.6592942,311.42468,1862,0,30.421095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.02055599208586,28.06853478877754]}"
2_834_0,775.1666666666666,927.0,999.5,1358.111111111111,-0.25808802,0.15210783,-0.18866089,3.9434836,2828,0,28.167456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.99872693068176,28.457684969858118]}"
2_835_0,172.0,276.0,261.5,2277.0,0.32076567,0.7939728,-0.7837838,74.68745,2821,0,28.884617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.33209173261851,28.083895980135985]}"
2_836_0,384.0,540.5,728.0,1697.0,-0.10140323,0.39958763,-0.5168715,166.33493,2463,0,13.128449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.32185093837954,28.191963308815563]}"
2_837_0,273.5,399.5,670.5,1277.0,-0.22086638,0.3114249,-0.52341187,204.18283,3874,0,40.423065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.16689155186893,28.179297063309477]}"
2_838_0,712.4,1020.9285714285714,1219.0,2663.75,-0.09183891,0.3720945,-0.44585204,263.12912,847,0,22.094154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.64973144280131,27.91438388602263]}"
2_839_0,9129.0,9054.0,8589.5,7707.0,0.84400046,-0.05415273,0.080365136,279.08777,5139,0,11.583865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62924985432339,28.387616377696794]}"
2_840_0,541.2222222222222,796.4,720.4285714285714,2325.0,0.025075778,0.5268787,-0.48971614,209.44638,234,0,2.1291842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.55864227299159,27.664831900094228]}"
2_841_0,551.0,930.0,928.0,4533.0,0.2333016,0.6601355,-0.6595277,270.0,3343,0,42.56947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.95991971040779,28.219182261924384]}"
2_842_0,528.0,716.4444444444443,942.0,2186.8,-0.07633499,0.3978522,-0.50645256,213.61754,1868,0,18.286713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.43476916959337,27.7758636692114]}"
2_843_0,267.14285714285717,460.4,404.0,2601.0,0.18496583,0.7311148,-0.69922256,199.54568,1253,0,31.015003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.08307873586057,27.714957892948096]}"
2_844_0,13104.0,13744.0,14531.0,14262.0,0.12381065,-0.009342548,-0.018496037,285.50018,6401,0,54.330112,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.15826772514137,28.331561503967738]}"
2_845_0,580.75,833.5,741.75,2821.0,0.24519974,0.58360815,-0.54385006,10.508579,980,0,45.12288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.08119227376392,27.899292189249422]}"
2_846_0,531.0,815.6,855.0,2648.8,0.012964167,0.5119584,-0.5291537,228.51978,657,0,4.1933336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.17416790567029,27.8577900231231]}"
2_847_0,335.0,525.1,629.375,2065.8,0.007019596,0.53296167,-0.59465826,167.76534,1781,0,37.901,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.07149046869543,27.983105005257773]}"
2_848_0,284.45238095238096,476.5405405405405,282.828125,2591.1,0.27019376,0.80317664,-0.6893114,83.41868,1766,0,22.963068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3170000358453,27.806047062757816]}"
2_849_0,223.24193548387098,475.8181818181818,282.81944444444446,3048.0,0.3200877,0.8301803,-0.72994167,2.0258503,1603,0,27.399181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03780364554095,27.938099409523385]}"
2_850_0,739.0,1092.0,1383.0,3030.0,-0.054602183,0.3732155,-0.47016013,262.342,2063,0,47.55148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.11514859150364,28.181992009161835]}"
2_851_0,154.0,260.0,229.0,1975.0,0.21426375,0.79219604,-0.7673378,194.60847,2857,0,38.763474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.84834895212015,28.44771367020439]}"
2_852_0,485.83333333333337,722.5,681.0,2412.25,0.1412857,0.5596864,-0.5390382,322.976,883,0,28.69821,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.82328595569321,27.88015807369768]}"
2_853_0,479.0,724.2666666666667,1046.8333333333333,1835.0,-0.25505608,0.27349487,-0.43400455,176.9767,4433,0,34.878204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.04696646143897,28.280357532772925]}"
2_854_0,403.5,593.0,644.25,1732.3333333333333,-0.066546924,0.45783514,-0.4899656,239.45616,838,0,10.819882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.13805563124869,27.73436150308508]}"
2_855_0,3122.5,3204.5,3232.5,3094.5,0.18415765,-0.021811284,0.01746309,195.87631,4688,0,31.210457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.1404810825158,28.47654959082463]}"
2_856_0,472.0,766.0,676.0,2790.0,0.06447921,0.609925,-0.5691789,20.702906,771,0,14.551596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6518873994832,28.114618362852873]}"
2_857_0,304.0,455.0,398.0,2197.0,0.22293349,0.69325626,-0.65686274,7.447035,1112,0,22.999393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.87395093771755,28.02568514972504]}"
2_858_0,1156.0,1046.0,1034.0,1570.0,0.19346257,0.20583718,-0.2003058,342.9741,4156,0,52.864204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.40108234643888,28.45499002400576]}"
2_859_0,436.875,666.6666666666666,519.0,3173.0,0.23451026,0.71885157,-0.65274763,315.3234,1489,0,10.321514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20435129921671,27.756729553659657]}"
2_860_0,217.5,358.5,245.0,2510.5,0.40920573,0.82217383,-0.75008714,18.572075,3321,0,24.753538,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.09143306800289,28.134021972989853]}"
2_861_0,3204.0,3031.0,2668.0,2441.0,0.78696924,-0.044431396,0.107821636,10.398592,5040,0,45.57852,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74109010719627,28.48732937423406]}"
2_862_0,311.0,426.5,438.5,2863.0,0.24803837,0.73436314,-0.74069005,72.37822,3276,0,25.699192,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.34152404310176,28.07581114257891]}"
